NK,sex,skull_oss,bursa_size,bursa,molt,fat,mass,supra,pect,heart,order,family,species,day,month,year,locality,elev,elev_cat,country,lat_deg,lat_min,lon_deg,lon_min,tHb,tHbcorr,hct1_column,hct1_top,hct1_bottom,Hct-middle-calculated,Hct-ratio,hct2_column,hct2_top,hct2_bottom,2ndHct-middle-calculated,2nd_Hct_ratio,wtAVG-Hct,Hemacytometer_RBC_sum_of_5grids,count notes,x5x,x10000,x200_dilution,RBCx10^6mm^3,MCV
221209,female,100,no,0,no,si moderado,20.17,0.14,1.39,0.22,Passeriformes,Passerellidae,Zonotrichia capensis,3,September,2014,Fundo de Vequil Comunal,1646,,,11,48.106,76,37.416,15.5,14.5,,,,,,,,,,,,,,,,,,
251062,male,100,no,0,none,trace,12.94,,,,Passeriformes,Troglodytidae,Troglodytes aedon,21,January,2015,Viquil,1646,,,11,48.121,76,37.389,,,,,,,,,,,,,,,,,,,,
167523,male,0,not found,0,"No wing/tail, light neck molt on body",heavy,12,,,,Passeriformes,Troglodytidae,Troglodytes aedon,15,July,2008,"PERU: Dpto. Amazonas, Prov. Utcubamba, Dist. Lonya Grande",2052,,,6,6.266,78,20.495,15.9,14.9,38.22,17.78,15.82,16.8,0.43956044,31.21,15.79,12.6,14.195,0.454822172,,,,,,,,
251076,male,95,no,0,none,trace,11.86,,,,Passeriformes,Troglodytidae,Troglodytes aedon,23,January,2015,Viquil,1649,,,11,48.157,76,37.382,,,,,,,,,,,,,,,,,,,,
251061,male,100,no,0,no,moderado,12.24,,,,Passeriformes,Troglodytidae,Troglodytes aedon,21,January,2015,Viquil,1649,,,11,48.134,76,37.427,,,,,,,,,,,,,,,,,,,,
168034,male,100,none,0,"Left wing: 8th primary, 4th secondary, right wing: 8th & 9th primary, 4th secondary, tail: outer 2 retrices, full complete body",moderate,12.63,,,,Passeriformes,Troglodytidae,Troglodytes aedon,29,July,2008,"PERU: Dpto. Amazonas, Prov. Utcubamba, Dist. Lonya Grande",2073,,,6,6.252,78,20.533,17.6,16.6,12.86,8.82,6.25,7.535,0.58592535,,,,,,0.58592535,,,,,,,
251080,female,80,no,0,none,no,20.72,,,,Passeriformes,Passerellidae,Zonotrichia capensis,24,January,2015,Viquil,1649,,,11,48.157,76,37.382,,,,,,,,,,,,,,,,,,,,
251027,male,100,no,0,none,trace,22.51,,,,Passeriformes,Passerellidae,Zonotrichia capensis,17,January,2015,Viquil,1649,,,11,48.157,76,37.382,,,,,,,,,,,,,,,,,,,,
251033,male,100,no,0,no,moderado,24.42,,,,Passeriformes,Passerellidae,Zonotrichia capensis,18,January,2015,Viquil,1649,,,11,48.157,76,37.382,,,,,,,,,,,,,,,,,,,,
251085,male,100,no,0,none,trace,10.38,,,,Passeriformes,Troglodytidae,Troglodytes aedon,25,January,2015,Viquil,1654,,,11,48.215,76,37.405,,,,,,,,,,,,,,,,,,,,
169295,female,100% ossified,undetermined,0,no molt,light fat,21.28,,,0.162,Passeriformes,Passerellidae,Zonotrichia capensis,23,December,2009,,2170,,,5,50.4,79,30.32,,,32.39,15.08,12.78,13.93,0.43007101,33.51,15.54,13.48,14.51,0.433005073,0.431562974,,,,,,6.99,61.74005353
251053,male,90,no,0,none,trace,11.46,,,,Passeriformes,Troglodytidae,Troglodytes aedon,20,January,2015,Viquil,1654,,,11,48.215,76,37.405,,,,,,,,,,,,,,,,,,,,
251052,female,100,no,0,no,moderado,11.46,,,,Passeriformes,Troglodytidae,Troglodytes aedon,20,January,2015,Viquil,1654,,,11,48.215,76,37.405,,,,,,,,,,,,,,,,,,,,
251005,female,100,no,0,no,abundante,9.55,,,,Passeriformes,Troglodytidae,Troglodytes aedon,15,January,2015,Viquil,1657,,,11,47.879,76,37.44,,,,,,,,,,,,,,,,,,,,
251019,male,100,no,0,none,none,21.16,,,,Passeriformes,Passerellidae,Zonotrichia capensis,16,January,2015,Viquil,1657,,,11,47.879,76,37.44,,,,,,,,,,,,,,,,,,,,
172168,male,100,none,0,none,trace,11.08,,,0.144,Passeriformes,Troglodytidae,Troglodytes aedon,1,August,2010,Curibaya Pampa,2200,,,17,23.403,70,20.748,12.9,11.9,6.8,4.2,1.3,2.75,0.404411765,23,10.3,6.1,8.2,0.356521739,0.367449664,,,,,,,
251016,male,100,no,0,no,abundante,24.77,,,,Passeriformes,Passerellidae,Zonotrichia capensis,16,January,2015,Viquil,1663,,,11,47.902,76,37.41,,,,,,,,,,,,,,,,,,,,
220553,female,100,no,0,no molt,trace,22.12,0.154,1.322,0.228,Passeriformes,Passerellidae,Zonotrichia capensis,2,August,2014,,1745,,,9,51.502,77,44.74,19.9,18.9,42,22.97,20.41,21.69,0.516428571,27.52,15.32,13.12,14.22,0.516715116,0.516542002,,,,,,,
220567,female,100,no,0,"no flight, no body",none,10.4,0.04,0.442,0.092,Passeriformes,Troglodytidae,Troglodytes aedon,3,August,2014,Irman,1761,,,9,51.44,77,44.471,13.1,12.1,16.6,8.7,5.67,7.185,0.432831325,16.12,8.5,5.64,7.07,0.438585608,0.435666259,,,,,,,
220580,male,100,no,0,no,light,22.34,0.146,1.634,0.286,Passeriformes,Passerellidae,Zonotrichia capensis,4,August,2014,,1761,,,9,51.499,77,44.782,,,,,,,,,,,,,,,,,,,,
169279,female,100,no,0,no,light,20.8,,,0.172,Passeriformes,Passerellidae,Zonotrichia capensis,22,December,2009,,2168,,,5,50.4,79,30.32,16.2,15.2,53.18,23.99,22.99,23.49,0.441707409,36.07,16.95,15.33,16.14,0.447463266,0.444033613,,,,,,6.34,70.03684755
169283,male,100,no,0,no molt,light fat,10.65,,,0.104,Passeriformes,Troglodytidae,Troglodytes aedon,22,December,2009,,2215,,,5,50.4,79,30.32,15.9,14.9,27.38,13.69,10.63,12.16,0.444119795,13.06,8.38,4.92,6.65,0.509188361,0.465133531,,,,,,,
169302,female,100,no,0,no molt,moderate fat,7.74,,,0.096,Passeriformes,Troglodytidae,Troglodytes aedon,23,December,2009,,2215,,,5,50.4,79,30.32,14.4,13.4,,,,,,,,,,,,,,,,,,
163439,male,100,no,0,no,light,12.1,,,,Passeriformes,Troglodytidae,Troglodytes aedon,24,May,2008,Opica,2400,,,11,44.65,76,36.53,,,32.31,15.89,13.46,14.675,0.454193748,16.26,8.53,6.77,7.65,0.470479705,0.462336726,,,,,,,
220247,not recorded,not recorded,not recorded,0,no wing or tail molt,not recorded,24.2,,,,Passeriformes,Passerellidae,Zonotrichia capensis,20,July,2006,SE1,2390,,,11,44.65,76,36.53,16,15,24.7,,,,,,,,,,,,,,,,2.66,0
163428,male,100,no,0,no,yes,13,,,,Passeriformes,Troglodytidae,Troglodytes aedon,21,May,2008,Opica,2400,,,11,44.65,76,36.53,,,33.51,16.99,14.87,15.93,0.475380483,19.73,10.14,8.78,9.46,0.479472884,0.477426684,,,,,,,
163438,male,100,no,0,no,light,11.6,,,,Passeriformes,Troglodytidae,Troglodytes aedon,24,May,2008,Opica,2400,,,11,44.65,76,36.53,,,38.38,20.68,17.7,19.19,0.5,22.79,12.99,10.96,11.975,0.525449759,0.512724879,,,,,,,
220234,not recorded,not recorded,not recorded,0,not recorded,not recorded,10.9,,,,Passeriformes,Troglodytidae,Troglodytes aedon,17,July,2006,SE1,2390,,,11,44.65,76,36.53,,,,,,,,,,,,,,,,,,,,
220228,male,100,not recorded,0,"wing molt, heavy body molt",low fat,11.8,,,,Passeriformes,Troglodytidae,Troglodytes aedon,15,July,2006,SE1,2390,,,11,44.65,76,36.53,,,,,,,,,,,,,,,,,,,,
220240,not recorded,not recorded,not recorded,0,no molt,not recorded,17.8,,,,Passeriformes,Passerellidae,Zonotrichia capensis,17,July,2006,SE1,2390,,,11,44.65,76,36.53,,,,,,,,,,,,,,,,,,,,
168807,male,10,no,0,leve en torso,leve,11,,,,Passeriformes,Troglodytidae,Troglodytes aedon,19,November,2009,,2500,,,13,33.309,70,52.55,,,,,,,,,,,,,,,,,,,,
220245,unknown,not recorded,not recorded,0,not recorded,not recorded,,,,,Passeriformes,Passerellidae,Zonotrichia capensis,18,July,2006,SE1,2390,,,11,44.65,76,36.53,,,,,,,,,,,,,,,,,,,,
172120,female,95,no,0,leve,leve,22.75,,,0.254,Passeriformes,Passerellidae,Zonotrichia capensis,21,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.787,15.7,14.7,33.02,16.44,14.14,15.29,0.463052695,31.66,15.61,13.75,14.68,0.463676563,0.463358071,,,,,,5.7,81.29088956
159722,male,1,no,0,nula,no,12.2,,,,Passeriformes,Troglodytidae,Troglodytes aedon,26,November,2006,Huac1,3120,,,13,37.52,71,43.08,,,,,,,,,,,,,,,,,,,,
171679,male,100,no,0,no,light,10.95,,,0.16,Passeriformes,Troglodytidae,Troglodytes aedon,16,July,2010,Carhuaz,3439,,,9,34.327,77,50.847,16.6,15.6,31.57,17.07,15.15,16.11,0.510294583,28.92,15.7,14.44,15.07,0.521092669,0.5154571,,,,,,,
168885,male,100,no,0,no molt,moderate fat,10.37,,,0.124,Passeriformes,Troglodytidae,Troglodytes aedon,5,December,2009,Puente Nununya,3548,,,14,24.5,73,5.256,18.5,17.5,25.62,15.03,11.56,13.295,0.518930523,,,,,,,,,,,,6.05,85.77364017
168882,male,100,no,0,no wing or tail molt; no body molt,no,25.12,,,0.296,Passeriformes,Passerellidae,Zonotrichia capensis,4,December,2009,Puente Nununya,3548,,,14,24.5,73,5.256,19.2,18.2,,,,,,,,,,,,,,,,,6.67,0
168888,female,100,no,0,"left P1, P2, S1 sheathed; no other wing or tail molt",no,21.58,,,0.202,Passeriformes,Passerellidae,Zonotrichia capensis,5,December,2009,Puente Nununya,3573,,,14,24.456,73,5.263,17.4,16.4,23.2,14.22,9,11.61,0.500431034,,,,,,,,,,,,5.35,93.53851112
168876,female,100,no,0,"no wing or tail molt; light body, neck, and head molt",trace,10.72,,,0.126,Passeriformes,Troglodytidae,Troglodytes aedon,4,December,2009,Puente Nununya,3573,,,14,24.456,73,5.263,17.2,16.2,60.63,34.25,30.95,32.6,0.537687613,,,,,,,,,,,,6.49,82.84863072
168890,male,100,no,0,no molt,no,23.86,,,0.208,Passeriformes,Passerellidae,Zonotrichia capensis,5,December,2009,Puente Nununya,3573,,,14,24.456,73,5.263,17.6,16.6,,,,,,,,,,,,,,,,,,
163287,male,97,no,0,no,no,,,,,Passeriformes,Passerellidae,Zonotrichia capensis,6,March,2007,Chinchaycocha,3600,,,11,45.646,76,34.06,,,,,,,,,,,,,,,,,,,,
251309,male,100,no,0,no,moderado,10.73,,,,Passeriformes,Troglodytidae,Troglodytes aedon,13,March,2015,Carampoma,3705,,,11,39.682,76,26.841,,,,,,,,,,,,,,,,,,,,
163507,female,100,no,0,no,light,12.9,,,,Passeriformes,Troglodytidae,Troglodytes aedon,18,June,2008,Mantaro Valley,3710,,,11,59,74,56,,,47.32,23.2,21.11,22.155,0.468195266,38.53,19.22,17.02,18.12,0.470282896,0.469239081,,,,,,,
171976,male,100,none,0,none,light,11.51,,,0.13,Passeriformes,Troglodytidae,Troglodytes aedon,13,July,2010,Bosque Cachil,2500,,,7,23.882,78,46.696,14.6,13.6,10.84,6.25,3.49,4.87,0.449261993,13.68,7.35,5.47,6.41,0.468567251,0.460032626,,,,,,,
173849,male,100,no,0,no molt anywhere,trace,23.34,0.112,1.37,0.304,Passeriformes,Passerellidae,Zonotrichia capensis,19,May,2011,Macate,3726,,,8,44.5482,78,2.442,13.6,12.6,11.31,6.29,4.25,,0.465959328,25.61,11.79,9.57,,0.4170246,0.432015168,,,,,,4.16,103.8498
172000,male,100,none,0,"P-6,7 both win s,complete tail in molt, moderate molt on all feather tracks",trace,24.69,,,0.29,Passeriformes,Passerellidae,Zonotrichia capensis,14,July,2010,Bosque Cachil,2500,,,7,23.882,78,46.696,18.2,17.2,29.45,15.79,13.17,14.48,0.491680815,36.32,18.93,16.7,17.815,0.490501101,0.491029345,,,,,,6.78,72.42320718
163411,male,100,no,0,no,heavy,12.29,,,,Passeriformes,Troglodytidae,Troglodytes aedon,7,May,2008,Carhuayumac,3750,,,11,45.713,76,32.932,,,45.17,28.55,25.48,27.015,0.598073943,42.39,28.02,25.21,26.615,0.627860344,0.612967144,,,,,,,
251308,male,100,no,0,no,moderado,9.64,0.074,0.532,0.124,Passeriformes,Troglodytidae,Troglodytes aedon,13,March,2015,Carampoma,3750,,,11,39.666,76,26.775,,,,,,,,,,,,,,,,,,,,
251302,male,100,no,0,no,moderado,21.28,,,,Passeriformes,Passerellidae,Zonotrichia capensis,11,March,2015,Carampoma,3750,,,11,39.666,76,26.779,,,,,,,,,,,,,,,,,,,,
251266,male ,100,no,0,no,trace,24.15,,,,Passeriformes,Passerellidae,Zonotrichia capensis,17,February,2015,Potaga,3846,,,11,46.014,76,33.199,,,,,,,,,,,,,,,,,,,,
251327,male,60,no,0,moderado ,moderado,12.59,0.046,0.674,0.178,Passeriformes,Troglodytidae,Troglodytes aedon,24,March,2015,Viscachuni,3850,,,15,58.514,69,59.734,,,,,,,,,,,,,,,,,,,,
251365,female,100,no,0,moderado,moderado,13.27,0.05,0.638,0.196,Passeriformes,Troglodytidae,Troglodytes aedon,26,March,2015,Viscachuni,3850,,,15,58.514,69,59.734,,,,,,,,,,,,,,,,,,,,
251333,female,100,no,0,no,moderado,25.1,0.116,1.832,0.276,Passeriformes,Passerellidae,Zonotrichia capensis,24,March,2015,Viscachuni,3850,,,15,48.533,69,59.701,,,,,,,,,,,,,,,,,,,,
168589,male,50,no,0,no,si moderado,10.6,,,,Passeriformes,Troglodytidae,Troglodytes aedon,12,September,2009,San Pedro de Casta - Potago,3905,,,11,46.062,76,32.077,20.5,19.5,26.53,15.31,13.98,14.645,0.552016585,27.09,16.59,13.9,15.245,0.562753784,0.557441253,,,,,,4.59,121.4468961
168570,female,100,no,0,no,si leve,11.1,,,,Passeriformes,Troglodytidae,Troglodytes aedon,9,September,2009,San Pedro de Casta - Potago,3907,,,11,46.062,76,32.077,,,24.34,14.23,11.89,13.06,0.536565325,29.54,17.7,14.2,15.95,0.539945836,0.538418708,,,,,,4.64,116.0385147
173809,female,100,no,0,no molt anywhere,trace,22.11,0.102,1.44,0.303,Passeriformes,Passerellidae,Zonotrichia capensis,16,May,2011,Macate,3931,,,8,45.1416,78,2.0412,17.8,16.8,56.99,31.1,28.82,,0.525706264,24.3,13.41,11.53,,0.513168724,0.52195842,,,,,,5.07,102.9503788
173811,male,100,no,0,no wing/tail,trace,24.98,0.142,,0.28,Passeriformes,Passerellidae,Zonotrichia capensis,16,May,2011,Macate,3931,,,8,45.1416,78,2.0412,18.7,17.7,41.07,22.71,20.79,,0.529583638,35.7,19.79,18.25,,0.532773109,0.531066823,,,,,,5.14,103.3203936
163046,male,100,no,0,no,si,11.35,,,,Passeriformes,Troglodytidae,Troglodytes aedon,12,January,2008,Carampoma,3959,,,11,37.644,76,26.05,20.3,19.3,55.91,30.24,28.4,29.32,0.524414237,52.24,28.33,26.33,27.33,0.523162328,0.523809524,,,,,,,
163067,male,100,no,0,no,si,10.92,,,,Passeriformes,Troglodytidae,Troglodytes aedon,14,January,2008,Carampoma,3967,,,11,37.679,76,26.091,21.4,20.4,44.2,26.22,23.68,24.95,0.564479638,44.59,25.49,23.2,24.345,0.545974434,0.555186395,,,,,,4.49,123.6495312
163053,male,100,no,0,no,si,10.55,,,,Passeriformes,Troglodytidae,Troglodytes aedon,13,January,2008,Carampoma,3973,,,11,37.659,76,26.055,20.8,19.8,35.69,20.36,17.78,19.07,0.53432334,22.29,13.78,10.67,12.225,0.548452221,0.539755088,,,,,,3.83,140.9282214
251259,male,100,no,0,no,none,11.21,,,,Passeriformes,Troglodytidae,Troglodytes aedon,17,February,2015,Potaga,4031,,,11,46.117,76,31.988,,,,,,,,,,,,,,,,,,,,
251227,male,100,no,0,no,moderado,11.7,,,,Passeriformes,Troglodytidae,Troglodytes aedon,13,February,2015,Potaga,4031,,,11,46.117,76,31.988,,,,,,,,,,,,,,,,,,,,
172121,female,75,none,0,"heavy on P-6,7 L wing;P-1,6,7 R wing;all rectrices; heavy body",light,22.01,0.126,1.1.28,0.244,Passeriformes,Passerellidae,Zonotrichia capensis,21,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.562,14.2,13.2,33.1,15.29,12.78,14.035,0.424018127,31.04,14.37,12.72,13.545,0.436372423,0.429996882,,,,,,4.67,92.07642009
172099,female,100,none,0,none,trace,23.64,,,0.304,Passeriformes,Passerellidae,Zonotrichia capensis,20,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.787,15.9,14.9,33.23,15.83,13.67,14.75,0.443876016,31.6,14.97,12.62,13.795,0.436550633,0.440305414,,,,,,5.27,83.54941445
172056,female,100,none,0,none,light,10.24,,,0.15,Passeriformes,Troglodytidae,Troglodytes aedon,17,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.787,15.4,14.4,35.33,16.79,14.68,15.735,0.445372205,28.41,14,12.04,13.02,0.458289335,0.451129589,,,,,,5.17,87.25910812
172128,female,100,none,0,none,trace,9.14,,,0.176,Passeriformes,Troglodytidae,Troglodytes aedon,22,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.787,14.8,13.8,43.69,21.81,18.6,20.205,0.462462806,,,,,,,,,,,,,
251223,male,100,no,0,none,none,11.99,,,,Passeriformes,Troglodytidae,Troglodytes aedon,13,February,2015,Potaga,4031,,,11,46.117,76,31.988,,,,,,,,,,,,,,,,,,,,
172070,male,100,none,0,"P-8,9 and S-1 L win ; P-1,8,9 R win ; tail completely in molt; light molt on all feather tracks",light,24.87,,,0.28,Passeriformes,Passerellidae,Zonotrichia capensis,18,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.787,15.8,14.8,28.39,14.59,12.7,13.645,0.480626981,35.43,18.38,15.47,16.925,0.477702512,0.479003447,,,,,,6.42,74.61112885
172108,male,100,none,0,"heavy molt on all feather tracks; tail in molt; P-#1,6 both wings; S-#6 both wings",trace,24.51,,,0.238,Passeriformes,Passerellidae,Zonotrichia capensis,21,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.787,17.4,16.4,33.18,17.87,15.38,16.625,0.501054852,26.27,14.17,11.68,12.925,0.492006091,0.49705635,,,,,,6.11,81.35128476
172058,male,75,none,0,"tail in molt,P-4,5,6 L win ,P-5,6 R win ,moderate molt on all feather tracks",light,22.86,,,0.29,Passeriformes,Passerellidae,Zonotrichia capensis,17,July,2010,Bosque Cachil,2550,,,7,24.23,78,46.787,17.7,16.7,28.84,15.29,12.89,14.09,0.488557559,22.41,12.89,10.69,11.79,0.526104418,0.50497561,,,,,,5.52,91.48108872
251237,male,100,no,0,right retrices,no,12.4,,,,Passeriformes,Troglodytidae,Troglodytes aedon,14,February,2015,Potaga,4031,,,11,46.117,76,31.988,,,,,,,,,,,,,,,,,,,,
251245,female,100,no,0,no,moderado,15.63,,,,Passeriformes,Troglodytidae,Troglodytes aedon,15,February,2015,Potaga,4031,,,11,46.117,76,31.988,,,,,,,,,,,,,,,,,,,,
251216,male,80,no,0,no,abundante,23.94,,,,Passeriformes,Passerellidae,Zonotrichia capensis,12,February,2015,Potaga,4031,,,11,46.117,76,31.988,,,,,,,,,,,,,,,,,,,,
172426,male,100,none,0,none,moderate,12,,,0.122,Passeriformes,Troglodytidae,Troglodytes aedon,28,September,2010,Tampumayu,2671,,,14,10.435,73,19.38833333,18.5,17.5,12.61,6.89,5.31,6.1,0.483743061,,,,,,0.483743061,,,,,,5.4,89.58204834
251231,male,100,no,0,no,trace,24,,,,Passeriformes,Passerellidae,Zonotrichia capensis,13,February,2015,Potaga,4031,,,11,46.117,76,31.988,,,,,,,,,,,,,,,,,,,,
172723,male,100,none,0,none,moderate,12,,,0.162,Passeriformes,Troglodytidae,Troglodytes aedon,21,September,2010,Tampumayu,2671,,,14,10.435,73,19.38833333,18.3,17.3,49.7,28.69,24.73,26.71,0.537424547,43.56,24.63,21.09,22.86,0.524793388,0.531524769,,,,,,7.86,67.62401647
168529,male,80,no,0,no,si leve,10.5,,,,Passeriformes,Troglodytidae,Troglodytes aedon,4,September,2009,San Pedro de Casta - Potago,4056,,,11,46.062,76,32.077,,,,,,,,,,,,,,,,,,,2.94,0
172722,female,100,none,0,none,moderate,11,,,0.118,Passeriformes,Troglodytidae,Troglodytes aedon,21,September,2010,Tampumayu,2672,,,14,10.435,73,19.38833333,17.6,16.6,42.12,21.91,19.69,20.8,0.49382716,39.45,20.67,18.14,19.405,0.491888466,0.492889543,,,,,,3.27,150.730747
168727,male,100,no,0,no,moderado,22.2,,,,Passeriformes,Passerellidae,Zonotrichia capensis,3,October,2009,San Pedro de Casta - Potago,4079,,,11,46.124,76,32.091,,,27.51,14.43,13.12,13.775,0.500727008,27.76,15.05,12.63,13.84,0.498559078,0.49963814,,,,,,4.61,108.3813753
175525,female,100,no,0,no molt,si moderado,11,0.052,0.522,0.13,Passeriformes,Troglodytidae,Troglodytes aedon,24,October,2011,San Pedro de Casta,4116,,,11,46.024,76,31.7,15.9,14.9,,,,,,,,,,,,,,,,,,
220732,male,100,no,0,no,leve,9.7,0.042,0.43,0.114,Passeriformes,Troglodytidae,Troglodytes aedon,27,November,2014,Contunapampa,4166,,,11,46.029,76,31.444,16.7,15.7,29.92,16.61,3.57,10.09,0.33723262,22.69,13.25,8.71,10.98,0.483913618,0.400494203,,,,,,,
251409,male,100,none,0,none,trace,10.88,0.074,0.53,0.13,Passeriformes,Troglodytidae,Troglodytes aedon,5,April,2015,Tilumpaya,2887,,,16,24.195,71,24.219,,,,,,,,,,,,,,,,,,,,
220673,male,100,no,0,no,leve,20.73,0.132,1.43,0.298,Passeriformes,Passerellidae,Zonotrichia capensis,25,November,2014,Contunapampa,4166,,,11,46.092,76,31.444,21.3,20.3,35.75,19.59,17.51,18.55,0.518881119,33.12,14.78,13.65,14.215,0.42919686,0.475751416,,,,,,,
251229,male,100,no,0,no,abundante,24,,,,Passeriformes,Passerellidae,Zonotrichia capensis,13,February,2015,Contunapampa,4171,,,11,46.031,76,31.484,,,,,,,,,,,,,,,,,,,,
220742,male,100,no,0,no,moderado,10.51,0.044,0.582,0.134,Passeriformes,Troglodytidae,Troglodytes aedon,28,November,2014,Contunapampa,4172,,,11,46.124,76,31.743,18.6,17.6,21.59,10.27,7.14,8.705,0.403195924,21.39,10.19,7.3,8.745,0.408835905,0.406002792,,,,,,,
220777,male,100,no,0,leve parte cabeza,moderado,10.65,0.048,0.606,0.048,Passeriformes,Troglodytidae,Troglodytes aedon,3,December,2014,Contunapampa,4188,,,11,46.011,76,31.345,20.6,19.6,31.12,18.87,16,17.435,0.560250643,41.37,23.82,22.27,23.045,0.557046169,0.558421851,,,,,,,
220782,male,100,no,0,no,leve,11.54,0.044,0.616,0.162,Passeriformes,Troglodytidae,Troglodytes aedon,3,December,2014,Contunapampa,4233,,,11,45.877,76,31.071,17.9,16.9,29.63,17,13.49,15.245,0.514512319,33.93,18.2,15.71,16.955,0.499705276,0.50660793,,,,,,,
175520,male,100,no,0,no molt,si moderado,9.98,0.028,0.52,0.16,Passeriformes,Troglodytidae,Troglodytes aedon,22,October,2011,San Pedro de Casta,4300,,,11,46.317,76,31.865,,,,,,,,,,,,,,,,,,,,
169310,female,100,no,0,"Right: p2, p3; Left: p3, no tail molt, very light body molt",no fat,9.27,,,0.128,Passeriformes,Troglodytidae,Troglodytes aedon,9,January,2010,,4369,,,14,3.604,73,0.465,,,,,,,,,,,,,,,,,,,,
220507,female,100,no,0,no flight or body,trace,21.42,0.114,1.522,0.198,Passeriformes,Passerellidae,Zonotrichia capensis,27,July,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172208,female,100,none,0,none,trace,23.01,,,balance not working,Passeriformes,Passerellidae,Zonotrichia capensis,4,August,2010,Anco Cahua,2975,,,17,19.253,70,14.864,14.6,13.6,23,11,7.9,9.45,0.410869565,28.1,13.5,10.5,12,0.427046263,0.419765166,,,,,,4.72,88.93329795
172202,female,100,none,0,none,light,10.33,,,,Passeriformes,Troglodytidae,Troglodytes aedon,3,August,2010,Anco Cahua,2975,,,17,19.253,70,14.864,14.2,13.2,35.3,17,15.3,16.15,0.457507082,,,,,,,,,,,,4.09,111.8599223
172219,male,100,none,0,none,moderate,10.72,,,0.118,Passeriformes,Troglodytidae,Troglodytes aedon,4,August,2010,Anco Cahua,2975,,,17,19.253,70,14.864,16.6,15.6,21.3,11.4,8.1,9.75,0.457746479,,,,,,,,,,,,,
169484,male,100% ossified,no bursa,0,si leve,si moderado,21.5,,,0.204,Passeriformes,Passerellidae,Zonotrichia capensis,23,January,2010,,39,,,10,4.087,78,8.162,,,30.87,16.22,14.27,15.245,0.493845157,23.67,12.97,10.76,11.865,0.501267427,0.497066373,,,,,,,
172217,male,100,none,0,none,moderate,10.32,,,0.068,Passeriformes,Troglodytidae,Troglodytes aedon,4,August,2010,Anco Cahua,2975,,,17,19.253,70,14.864,16.7,15.7,29.5,15.4,13.2,14.3,0.484745763,27,14.8,13,13.9,0.514814815,0.499115044,,,,,,,
172211,male,100,none,0,none,trace,22.95,,,0.284,Passeriformes,Passerellidae,Zonotrichia capensis,4,August,2010,Anco Cahua,2975,,,17,19.253,70,14.864,18.9,17.9,30.5,17,14.2,15.6,0.51147541,30.5,16.3,13.5,14.9,0.48852459,0.5,,,,,,4.68,106.8376068
172238,female,100,none,0,none,light,11.31,,,0.158,Passeriformes,Troglodytidae,Troglodytes aedon,5,August,2010,Anco Cahua,2975,,,17,19.253,70,14.864,16.6,15.6,32.5,17.4,15,16.2,0.498461538,25,13.9,11.8,12.85,0.514,0.505217391,,,,,,,
169461,male,100% ossified,no bursa,0,none anywhere,trace,21.58,,,0.236,Passeriformes,Passerellidae,Zonotrichia capensis,22,January,2010,,39,,,10,4.087,78,8.162,19,18,28.72,16.62,14.03,15.325,0.533600279,29.15,16.65,13.69,15.17,0.520411664,0.526956973,,,,,,,
176194,male,100,no bursa,0,no,si abundante,12.36,0.058,0.774,0.144,Passeriformes,Troglodytidae,Troglodytes aedon,26,June,2011,Alerta,297,,,11,42.534,69,12.808,,,22.26,12.31,10.17,,0.504941599,20.15,11.86,9.33,,0.525806452,0.514854987,,,,,,,
172233,female,100,not found,0,none,trace,10.67,,,,Passeriformes,Troglodytidae,Troglodytes aedon,4,August,2010,Anco Cahua,2975,,,17,19.253,70,14.864,,,,,,,,,,,,,,,,,,,,
176382,male,100,no bursa,0,no molt,trace,13.16,0.09,0.54,0.156,Passeriformes,Troglodytidae,Troglodytes aedon,1,July,2011,Alerta,297,,,11,42.534,69,12.808,,,23.21,15.14,11.4,,0.571736321,13.07,9.41,5.75,,0.579954093,0.574696803,,,,,,,
171462,female,100,no bursa,0,light body/neck molt,trace,9.46,,,0.112,Passeriformes,Troglodytidae,Troglodytes aedon,3,July,2010,Huacapongo,309,,,8,23.211,78,38.7108,13.3,12.3,31.29,14.78,12.64,13.71,0.438159156,26.39,12.64,10.18,11.41,0.432360743,0.435506241,,,,,,,
163021,male,100% ossified,no bursa,0,no molt,yes,11.37,,,,Passeriformes,Troglodytidae,Troglodytes aedon,9,January,2008,Huachipa: El Huayco,352,,,12,0.534,76,55.394,,,24.22,14.26,11.63,12.945,0.53447564,17.75,10.5,7.66,9.08,0.511549296,0.524779604,,,,,,5.53,94.89685434
168124,male,80% ossified,no bursa,0,no molt,si moderado,11.4,,,,Passeriformes,Troglodytidae,Troglodytes aedon,18,October,2008,Huachipa: El Huayco,352,,,12,0.534,76,55.394,,,33.99,17.07,14.27,,0.461017946,25.97,12.77,10.3,,0.444166346,0.453719146,,,,,,,
